200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
200,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,200
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
28,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
255,84,0
